CVEID	Method or Impact	Context	Artifact	Countermeasure	Phase	Category
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Network Traffic Filtering	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Administrative Network Activity Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Connection Attempt Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Broadcast Domain Isolation	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	IPC Traffic Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	DNS Denylisting	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	DNS Traffic Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	DNS Allowlisting	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Forward Resolution Domain Denylisting	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Reverse Resolution IP Denylisting	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	File Carving	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Inbound Traffic Filtering	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Inbound Session Volume Analysis	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Forward Resolution IP Denylisting	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Reverse Resolution Domain Denylisting	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Relay Pattern Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	RPC Traffic Analysis	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Outbound Traffic Filtering	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Authentication Event Thresholding	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Resource Access Pattern Analysis	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Session Duration Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Authorization Event Thresholding	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Job Function Access Pattern Analysis	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	User Data Transfer Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Web Session Activity Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	File Access Pattern Analysis	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Decoy Persona	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Process Segment Execution Prevention	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Segment Address Offset Randomization	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Process Code Segment Verification	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Memory Boundary Tracking	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Restore Database	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	System Configuration Permissions	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Decoy Environment	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	System Vulnerability Assessment	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Disk Encryption	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Driver Load Integrity Checking	Recovery	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Network Node Inventory	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Endpoint Health Beacon	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Logical Link Mapping	Preparation	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Physical Link Mapping	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Restore Network Access	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Hardware Component Inventory	Containment	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Connected Honeynet	Identification	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Standalone Honeynet	Recovery	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Message Authentication	Preparation	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Message Encryption	Preparation	General
CVE-2002-0348	Code Execution	nan	Digital Information Bearer	Shadow Stack Comparisons	Identification	GeneralCVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Encryption	Containment	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Local File Permissions	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Decoy File	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Analysis	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Removal	Eradication	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Integrity Monitoring	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Restore File	Recovery	File
CVE-2013-3132	Authentication Bypass	Application	Authentication	Authentication Event Thresholding	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Resource Access Pattern Analysis	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Session Duration Analysis	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Code Segment Verification	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Memory Boundary Tracking	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Segment Execution Prevention	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Segment Address Offset Randomization	Containment	Process
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Stack Frame Canary Validation	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Shadow Stack Comparisons	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Encryption	Containment	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Local File Permissions	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Decoy File	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Analysis	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Removal	Eradication	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Integrity Monitoring	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Restore File	Recovery	File
CVE-2013-3132	Authentication Bypass	Application	Authentication	Authentication Event Thresholding	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Resource Access Pattern Analysis	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Session Duration Analysis	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Code Segment Verification	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Memory Boundary Tracking	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Segment Execution Prevention	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Segment Address Offset Randomization	Containment	Process
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Stack Frame Canary Validation	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Shadow Stack Comparisons	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Encryption	Containment	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Local File Permissions	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Decoy File	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Analysis	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Removal	Eradication	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Integrity Monitoring	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Restore File	Recovery	File
CVE-2013-3132	Authentication Bypass	Application	Authentication	Authentication Event Thresholding	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Resource Access Pattern Analysis	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Session Duration Analysis	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Code Segment Verification	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Memory Boundary Tracking	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Segment Execution Prevention	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Segment Address Offset Randomization	Containment	Process
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Stack Frame Canary Validation	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Shadow Stack Comparisons	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Encryption	Containment	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Local File Permissions	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Decoy File	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Analysis	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Removal	Eradication	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Integrity Monitoring	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Restore File	Recovery	File
CVE-2013-3132	Authentication Bypass	Application	Authentication	Authentication Event Thresholding	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Resource Access Pattern Analysis	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Session Duration Analysis	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Code Segment Verification	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Memory Boundary Tracking	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Segment Execution Prevention	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Segment Address Offset Randomization	Containment	Process
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Stack Frame Canary Validation	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Shadow Stack Comparisons	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Encryption	Containment	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Local File Permissions	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Decoy File	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Analysis	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Removal	Eradication	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Integrity Monitoring	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Restore File	Recovery	File
CVE-2013-3132	Authentication Bypass	Application	Authentication	Authentication Event Thresholding	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Resource Access Pattern Analysis	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Session Duration Analysis	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Code Segment Verification	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Memory Boundary Tracking	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Segment Execution Prevention	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Segment Address Offset Randomization	Containment	Process
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Stack Frame Canary Validation	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Shadow Stack Comparisons	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Encryption	Containment	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Local File Permissions	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Decoy File	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Analysis	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Removal	Eradication	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Integrity Monitoring	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Restore File	Recovery	File
CVE-2013-3132	Authentication Bypass	Application	Authentication	Authentication Event Thresholding	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Resource Access Pattern Analysis	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Session Duration Analysis	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Code Segment Verification	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Memory Boundary Tracking	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Segment Execution Prevention	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Segment Address Offset Randomization	Containment	Process
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Stack Frame Canary Validation	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Shadow Stack Comparisons	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Encryption	Containment	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Local File Permissions	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Decoy File	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Analysis	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Removal	Eradication	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Integrity Monitoring	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Restore File	Recovery	File
CVE-2013-3132	Authentication Bypass	Application	Authentication	Authentication Event Thresholding	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Resource Access Pattern Analysis	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Session Duration Analysis	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Code Segment Verification	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Memory Boundary Tracking	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Segment Execution Prevention	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Segment Address Offset Randomization	Containment	Process
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Stack Frame Canary Validation	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Shadow Stack Comparisons	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Encryption	Containment	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Local File Permissions	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Decoy File	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Analysis	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Removal	Eradication	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	File Integrity Monitoring	Identification	File
CVE-2013-3132	Authentication Bypass	Application	Windows Shortcut File	Restore File	Recovery	File
CVE-2013-3132	Authentication Bypass	Application	Authentication	Authentication Event Thresholding	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Resource Access Pattern Analysis	Identification	General
CVE-2013-3132	Authentication Bypass	Application	Authentication	Session Duration Analysis	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Code Segment Verification	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Memory Boundary Tracking	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Process Segment Execution Prevention	Identification	Process
CVE-2013-3132	Privilege Escalation	Application	Process Code Segment	Segment Address Offset Randomization	Containment	Process
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Stack Frame Canary Validation	Identification	General
CVE-2013-3132	Privilege Escalation	Application	Stack Frame	Shadow Stack Comparisons	Identification	General
CVE-2013-3200	Privilege Escalation	Host Operating System	Process Code Segment	Process Code Segment Verification	Identification	Process
CVE-2013-3200	Privilege Escalation	Host Operating System	Process Code Segment	Memory Boundary Tracking	Identification	Process
CVE-2013-3200	Privilege Escalation	Host Operating System	Process Code Segment	Process Segment Execution Prevention	Identification	Process
CVE-2013-3200	Privilege Escalation	Host Operating System	Process Code Segment	Segment Address Offset Randomization	Containment	Process
CVE-2013-3200	Privilege Escalation	Host Operating System	Stack Frame	Stack Frame Canary Validation	Identification	General
CVE-2013-3200	Privilege Escalation	Host Operating System	Stack Frame	Shadow Stack Comparisons	Identification	General
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	File Encryption	Containment	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	Local File Permissions	Identification	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	Decoy File	Identification	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	File Analysis	Identification	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	File Removal	Eradication	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	File Integrity Monitoring	Identification	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	Restore File	Recovery	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Authentication	Authentication Event Thresholding	Identification	General
CVE-2013-3200	Authentication Bypass	Host Operating System	Authentication	Resource Access Pattern Analysis	Identification	General
CVE-2013-3200	Authentication Bypass	Host Operating System	Authentication	Session Duration Analysis	Identification	General
CVE-2013-3200	Privilege Escalation	Host Operating System	Process Code Segment	Process Code Segment Verification	Identification	Process
CVE-2013-3200	Privilege Escalation	Host Operating System	Process Code Segment	Memory Boundary Tracking	Identification	Process
CVE-2013-3200	Privilege Escalation	Host Operating System	Process Code Segment	Process Segment Execution Prevention	Identification	Process
CVE-2013-3200	Privilege Escalation	Host Operating System	Process Code Segment	Segment Address Offset Randomization	Containment	Process
CVE-2013-3200	Privilege Escalation	Host Operating System	Stack Frame	Stack Frame Canary Validation	Identification	General
CVE-2013-3200	Privilege Escalation	Host Operating System	Stack Frame	Shadow Stack Comparisons	Identification	General
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	File Encryption	Containment	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	Local File Permissions	Identification	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	Decoy File	Identification	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	File Analysis	Identification	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	File Removal	Eradication	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	File Integrity Monitoring	Identification	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Windows Shortcut File	Restore File	Recovery	File
CVE-2013-3200	Authentication Bypass	Host Operating System	Authentication	Authentication Event Thresholding	Identification	General
CVE-2013-3200	Authentication Bypass	Host Operating System	Authentication	Resource Access Pattern Analysis	Identification	General
CVE-2013-3200	Authentication Bypass	Host Operating System	Authentication	Session Duration Analysis	Identification	General
CVE-2013-6966	Code Execution	Application	Application	Asset Vulnerability Enumeration	Identification	General
CVE-2013-6966	Code Execution	Application	Application	Software Update	Containment	General
CVE-2013-6966	Code Execution	Application	Application	Restore Software	Recovery	General
CVE-2013-6966	Code Execution	Application	Application	Service Binary Verification	Identification	General
CVE-2013-6966	Manipulation	Application	File	File Encryption	Containment	File
CVE-2013-6966	Manipulation	Application	File	Local File Permissions	Identification	File
CVE-2013-6966	Manipulation	Application	File	Decoy File	Identification	File
CVE-2013-6966	Manipulation	Application	File	File Analysis	Identification	File
CVE-2013-6966	Manipulation	Application	File	File Removal	Eradication	File
CVE-2013-6966	Manipulation	Application	File	File Integrity Monitoring	Identification	File
CVE-2013-6966	Manipulation	Application	File	Restore File	Recovery	File
CVE-2013-6966	Manipulation	Application	File	User Session Init Config Analysis	Identification	File
CVE-2013-6966	Manipulation	Application	File	Certificate Analysis	Identification	File
CVE-2013-6966	Manipulation	Application	File	Container Image Analysis	Identification	File
CVE-2013-6966	Manipulation	Application	File	Dynamic Analysis	Identification	File
CVE-2013-6966	Manipulation	Application	File	Emulated File Analysis	Identification	File
CVE-2013-6966	Manipulation	Application	File	Email Filtering	Containment	File
CVE-2013-6966	Manipulation	Application	File	Email Removal	Eradication	File
CVE-2013-6966	Manipulation	Application	File	Homoglyph Detection	Identification	File
CVE-2013-6966	Manipulation	Application	File	Sender MTA Reputation Analysis	Identification	File
CVE-2013-6966	Manipulation	Application	File	Sender Reputation Analysis	Identification	File
CVE-2013-6966	Manipulation	Application	File	Restore Email	Recovery	File
CVE-2013-6966	Manipulation	Application	File	Executable Allowlisting	Containment	File
CVE-2013-6966	Manipulation	Application	File	Executable Denylisting	Containment	File
CVE-2013-6966	Manipulation	Application	File	System File Analysis	Identification	File
CVE-2013-6966	Manipulation	Application	Executable File	Dynamic Analysis	Identification	File
CVE-2013-6966	Manipulation	Application	Executable File	Emulated File Analysis	Identification	File
CVE-2013-6966	Manipulation	Application	Executable File	Executable Allowlisting	Containment	File
CVE-2013-6966	Manipulation	Application	Executable File	Executable Denylisting	Containment	File
CVE-2013-6966	Manipulation	Application	Executable File	File Encryption	Containment	File
CVE-2013-6966	Manipulation	Application	Executable File	Local File Permissions	Identification	File
CVE-2013-6966	Manipulation	Application	Executable File	Decoy File	Identification	File
CVE-2013-6966	Manipulation	Application	Executable File	File Analysis	Identification	File
CVE-2013-6966	Manipulation	Application	Executable File	File Removal	Eradication	File
CVE-2013-6966	Manipulation	Application	Executable File	File Integrity Monitoring	Identification	File
CVE-2013-6966	Manipulation	Application	Executable File	Restore File	Recovery	File
CVE-2013-6966	Manipulation	Application	Network Traffic	Client-server Payload Profiling	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Network Traffic Community Deviation	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Per Host Download-Upload Ratio Analysis	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Protocol Metadata Anomaly Detection	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Remote Terminal Session Detection	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	User Geolocation Logon Pattern Analysis	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Network Traffic Filtering	Containment	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Administrative Network Activity Analysis	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Connection Attempt Analysis	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Broadcast Domain Isolation	Containment	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	IPC Traffic Analysis	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	DNS Denylisting	Containment	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	DNS Traffic Analysis	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	DNS Allowlisting	Containment	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Forward Resolution Domain Denylisting	Containment	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Reverse Resolution IP Denylisting	Containment	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	File Carving	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Inbound Traffic Filtering	Containment	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Inbound Session Volume Analysis	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Forward Resolution IP Denylisting	Containment	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Reverse Resolution Domain Denylisting	Containment	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Relay Pattern Analysis	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	RPC Traffic Analysis	Identification	Network
CVE-2013-6966	Manipulation	Application	Network Traffic	Outbound Traffic Filtering	Containment	Network
CVE-2013-6966	Shutdown	Application	Application	Asset Vulnerability Enumeration	Identification	General
CVE-2013-6966	Shutdown	Application	Application	Software Update	Containment	General
CVE-2013-6966	Shutdown	Application	Application	Restore Software	Recovery	General
CVE-2013-6966	Shutdown	Application	Application	Service Binary Verification	Identification	GeneralCVE-2021-26868	Manipulation	Host Operating System	File	File Encryption	Containment	File
CVE-2021-26868	Manipulation	Host Operating System	File	Local File Permissions	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	File	Decoy File	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	File	File Analysis	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	File	File Removal	Eradication	File
CVE-2021-26868	Manipulation	Host Operating System	File	File Integrity Monitoring	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	File	Restore File	Recovery	File
CVE-2021-26868	Manipulation	Host Operating System	File	User Session Init Config Analysis	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	File	Certificate Analysis	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	File	Container Image Analysis	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	File	Dynamic Analysis	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	File	Emulated File Analysis	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	File	Email Filtering	Containment	File
CVE-2021-26868	Manipulation	Host Operating System	File	Email Removal	Eradication	File
CVE-2021-26868	Manipulation	Host Operating System	File	Homoglyph Detection	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	File	Sender MTA Reputation Analysis	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	File	Sender Reputation Analysis	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	File	Restore Email	Recovery	File
CVE-2021-26868	Manipulation	Host Operating System	File	Executable Allowlisting	Containment	File
CVE-2021-26868	Manipulation	Host Operating System	File	Executable Denylisting	Containment	File
CVE-2021-26868	Manipulation	Host Operating System	File	System File Analysis	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	Executable File	Dynamic Analysis	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	Executable File	Emulated File Analysis	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	Executable File	Executable Allowlisting	Containment	File
CVE-2021-26868	Manipulation	Host Operating System	Executable File	Executable Denylisting	Containment	File
CVE-2021-26868	Manipulation	Host Operating System	Executable File	File Encryption	Containment	File
CVE-2021-26868	Manipulation	Host Operating System	Executable File	Local File Permissions	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	Executable File	Decoy File	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	Executable File	File Analysis	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	Executable File	File Removal	Eradication	File
CVE-2021-26868	Manipulation	Host Operating System	Executable File	File Integrity Monitoring	Identification	File
CVE-2021-26868	Manipulation	Host Operating System	Executable File	Restore File	Recovery	File
CVE-2021-26868	Manipulation	Host Operating System	Network Traffic	Client-server Payload Profiling	Identification	Network
CVE-2021-26868	Manipulation	Host Operating System	Network Traffic	Network Traffic Community Deviation	Identification	Network
CVE-2021-26868	Manipulation	Host Operating System	Network Traffic	Per Host Download-Upload Ratio Analysis	Identification	Network
CVE-2021-26868	Manipulation	Host Operating System	Network Traffic	Protocol Metadata Anomaly Detection	Identification	Network
CVE-2021-26868	Manipulation	Host Operating System	Network Traffic	Remote Terminal Session Detection	Identification	Network
